ubigeo,departamento,provincia,distrito,region,macroregion_inei,macroregion_minsa,pct_pobreza_total,pct_pobreza_extrema
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,9.034625,1.439875
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,AMAZONAS,ORIENTE,MACROREGION ORIENTE,36.519949,15.68075
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,45.732962,15.42712
010104,AMAZONAS,CHACHAPOYAS,CHETO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,39.169782,23.67841
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,AMAZONAS,ORIENTE,MACROREGION ORIENTE,53.045662,36.39537
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,51.607832,43.78883
010107,AMAZONAS,CHACHAPOYAS,GRANADA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,43.865957,5.943345
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,31.977312,12.50203
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,47.947723,28.35085
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,25.741684,15.19174
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,41.081444,24.37787
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,30.634088,20.61026
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,39.230882,18.90431
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,35.654304,25.45505
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,38.644489,10.08896
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,47.9082,2.628461
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,47.119202,19.34588
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,29.704094,7.683372
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,43.370115,27.92597
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,41.062364,21.18722
010121,AMAZONAS,CHACHAPOYAS,SONCHE,AMAZONAS,ORIENTE,MACROREGION ORIENTE,55.850202,52.77253
010201,AMAZONAS,BAGUA,BAGUA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,16.212835,4.467983
010202,AMAZONAS,BAGUA,ARAMANGO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,38.525807,19.27075
010203,AMAZONAS,BAGUA,COPALLIN,AMAZONAS,ORIENTE,MACROREGION ORIENTE,24.530258,11.24363
010204,AMAZONAS,BAGUA,EL PARCO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,35.249588,12.15905
010205,AMAZONAS,BAGUA,IMAZA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,53.94969,48.88884
010206,AMAZONAS,BAGUA,LA PECA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,34.761666,21.7995
010301,AMAZONAS,BONGARA,JUMBILLA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,29.547678,5.12921
010302,AMAZONAS,BONGARA,CHISQUILLA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,42.24183,22.56179
010303,AMAZONAS,BONGARA,CHURUJA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,20.78695,1.867667
010304,AMAZONAS,BONGARA,COROSHA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,54.796368,24.57763
010305,AMAZONAS,BONGARA,CUISPES,AMAZONAS,ORIENTE,MACROREGION ORIENTE,45.831589,12.79052
010306,AMAZONAS,BONGARA,FLORIDA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,33.682214,6.34247
010307,AMAZONAS,BONGARA,JAZAN,AMAZONAS,ORIENTE,MACROREGION ORIENTE,22.712901,13.66821
010308,AMAZONAS,BONGARA,RECTA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,38.690705,15.61683
010309,AMAZONAS,BONGARA,SAN CARLOS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,28.9591,4.725558
010310,AMAZONAS,BONGARA,SHIPASBAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,35.863148,13.36122
010311,AMAZONAS,BONGARA,VALERA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,20.78695,8.484321
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,43.859279,10.94429
010401,AMAZONAS,CONDORCANQUI,NIEVA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,51.406262,34.86494
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,62.912381,60.02361
010403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,59.872335,31.38112
010501,AMAZONAS,LUYA,LAMUD,AMAZONAS,ORIENTE,MACROREGION ORIENTE,30.951386,5.603407
010502,AMAZONAS,LUYA,CAMPORREDONDO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,50.206718,10.98376
010503,AMAZONAS,LUYA,COCABAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,55.979223,35.50347
010504,AMAZONAS,LUYA,COLCAMAR,AMAZONAS,ORIENTE,MACROREGION ORIENTE,42.320492,29.24272
010505,AMAZONAS,LUYA,CONILA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,49.642272,35.13756
010506,AMAZONAS,LUYA,INGUILPATA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,40.196248,16.60086
010507,AMAZONAS,LUYA,LONGUITA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,56.751291,39.73001
010508,AMAZONAS,LUYA,LONYA CHICO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,46.699525,39.43642
010509,AMAZONAS,LUYA,LUYA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,30.284501,10.04575
010510,AMAZONAS,LUYA,LUYA VIEJO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,54.438368,32.77698
010511,AMAZONAS,LUYA,MARIA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,51.870194,22.63015
010512,AMAZONAS,LUYA,OCALLI,AMAZONAS,ORIENTE,MACROREGION ORIENTE,45.39658,3.817944
010513,AMAZONAS,LUYA,OCUMAL,AMAZONAS,ORIENTE,MACROREGION ORIENTE,52.242779,16.89763
010514,AMAZONAS,LUYA,PISUQUIA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,58.528572,54.72109
010515,AMAZONAS,LUYA,PROVIDENCIA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,54.733542,29.42918
010516,AMAZONAS,LUYA,SAN CRISTOBAL,AMAZONAS,ORIENTE,MACROREGION ORIENTE,52.75641,32.97493
010517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,49.096061,19.26484
010518,AMAZONAS,LUYA,SAN JERONIMO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,47.147578,46.58563
010519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,55.646778,11.25014
010520,AMAZONAS,LUYA,SANTA CATALINA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,60.302966,50.36441
010521,AMAZONAS,LUYA,SANTO TOMAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,46.979229,33.57183
010522,AMAZONAS,LUYA,TINGO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,40.0163,11.15524
010523,AMAZONAS,LUYA,TRITA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,50.058289,16.37895
010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,20.821354,2.983966
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,38.449165,12.30337
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,AMAZONAS,ORIENTE,MACROREGION ORIENTE,33.428571,7.082071
010604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,22.971,7.376823
010605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,37.433423,11.21742
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,AMAZONAS,ORIENTE,MACROREGION ORIENTE,25.822,5.72598
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,AMAZONAS,ORIENTE,MACROREGION ORIENTE,22.117973,3.42374
010608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,AMAZONAS,ORIENTE,MACROREGION ORIENTE,31.604121,5.592042
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,39.50835,23.20612
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,24.453776,9.304521
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,22.971,6.589066
010612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,AMAZONAS,ORIENTE,MACROREGION ORIENTE,51.237772,18.66729
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,AMAZONAS,ORIENTE,MACROREGION ORIENTE,24.502994,9.396441
010702,AMAZONAS,UTCUBAMBA,CAJARURO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,35.929618,18.77501
010703,AMAZONAS,UTCUBAMBA,CUMBA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,37.445098,14.35234
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,AMAZONAS,ORIENTE,MACROREGION ORIENTE,26.712135,7.604293
010705,AMAZONAS,UTCUBAMBA,JAMALCA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,35.474788,12.48479
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,AMAZONAS,ORIENTE,MACROREGION ORIENTE,32.328096,11.55903
010707,AMAZONAS,UTCUBAMBA,YAMON,AMAZONAS,ORIENTE,MACROREGION ORIENTE,38.391761,4.701998
020101,ANCASH,HUARAZ,HUARAZ,ANCASH,CENTRO,MACROREGION NORTE,10.242455,0.599588
020102,ANCASH,HUARAZ,COCHABAMBA,ANCASH,CENTRO,MACROREGION NORTE,51.041382,25.33511
020103,ANCASH,HUARAZ,COLCABAMBA,ANCASH,CENTRO,MACROREGION NORTE,40.32822,6.118961
020104,ANCASH,HUARAZ,HUANCHAY,ANCASH,CENTRO,MACROREGION NORTE,33.213594,22.44553
020105,ANCASH,HUARAZ,INDEPENDENCIA,ANCASH,CENTRO,MACROREGION NORTE,11.537697,0.628832
020106,ANCASH,HUARAZ,JANGAS,ANCASH,CENTRO,MACROREGION NORTE,23.373813,8.470116
020107,ANCASH,HUARAZ,LA LIBERTAD,ANCASH,CENTRO,MACROREGION NORTE,40.451562,15.84168
020108,ANCASH,HUARAZ,OLLEROS,ANCASH,CENTRO,MACROREGION NORTE,27.58076,8.872901
020109,ANCASH,HUARAZ,PAMPAS,ANCASH,CENTRO,MACROREGION NORTE,46.279289,8.4222
020110,ANCASH,HUARAZ,PARIACOTO,ANCASH,CENTRO,MACROREGION NORTE,32.034603,10.00584
020111,ANCASH,HUARAZ,PIRA,ANCASH,CENTRO,MACROREGION NORTE,40.32822,40.4584
020112,ANCASH,HUARAZ,TARICA,ANCASH,CENTRO,MACROREGION NORTE,27.58076,8.321238
020201,ANCASH,AIJA,AIJA,ANCASH,CENTRO,MACROREGION NORTE,20.74384,4.827501
020202,ANCASH,AIJA,CORIS,ANCASH,CENTRO,MACROREGION NORTE,40.218881,16.69016
020203,ANCASH,AIJA,HUACLLAN,ANCASH,CENTRO,MACROREGION NORTE,27.149267,11.87675
020204,ANCASH,AIJA,LA MERCED,ANCASH,CENTRO,MACROREGION NORTE,39.637681,16.21712
020205,ANCASH,AIJA,SUCCHA,ANCASH,CENTRO,MACROREGION NORTE,23.04721,11.71107
020301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ANCASH,CENTRO,MACROREGION NORTE,25.153086,12.69753
020302,ANCASH,ANTONIO RAYMONDI,ACZO,ANCASH,CENTRO,MACROREGION NORTE,48.338683,30.11389
020303,ANCASH,ANTONIO RAYMONDI,CHACCHO,ANCASH,CENTRO,MACROREGION NORTE,44.632847,16.56932
020304,ANCASH,ANTONIO RAYMONDI,CHINGAS,ANCASH,CENTRO,MACROREGION NORTE,31.88595,21.93497
020305,ANCASH,ANTONIO RAYMONDI,MIRGAS,ANCASH,CENTRO,MACROREGION NORTE,53.281578,21.65163
020306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,ANCASH,CENTRO,MACROREGION NORTE,40.071387,31.52612
020401,ANCASH,ASUNCION,CHACAS,ANCASH,CENTRO,MACROREGION NORTE,30.403907,5.926086
020402,ANCASH,ASUNCION,ACOCHACA,ANCASH,CENTRO,MACROREGION NORTE,37.911803,11.19676
020501,ANCASH,BOLOGNESI,CHIQUIAN,ANCASH,CENTRO,MACROREGION NORTE,17.422242,1.880641
020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,ANCASH,CENTRO,MACROREGION NORTE,22.73741,0.363578
020503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,ANCASH,CENTRO,MACROREGION NORTE,42.121181,17.80798
020504,ANCASH,BOLOGNESI,AQUIA,ANCASH,CENTRO,MACROREGION NORTE,28.459053,2.897792
020505,ANCASH,BOLOGNESI,CAJACAY,ANCASH,CENTRO,MACROREGION NORTE,22.052934,5.079865
020506,ANCASH,BOLOGNESI,CANIS,ANCASH,CENTRO,MACROREGION NORTE,33.31055,7.225021
020507,ANCASH,BOLOGNESI,COLQUIOC,ANCASH,CENTRO,MACROREGION NORTE,13.461006,0.809487
020508,ANCASH,BOLOGNESI,HUALLANCA,ANCASH,CENTRO,MACROREGION NORTE,28.567574,3.722387
020509,ANCASH,BOLOGNESI,HUASTA,ANCASH,CENTRO,MACROREGION NORTE,36.252914,6.551564
020510,ANCASH,BOLOGNESI,HUAYLLACAYAN,ANCASH,CENTRO,MACROREGION NORTE,46.825821,13.12803
020511,ANCASH,BOLOGNESI,LA PRIMAVERA,ANCASH,CENTRO,MACROREGION NORTE,37.535376,14.50879
020512,ANCASH,BOLOGNESI,MANGAS,ANCASH,CENTRO,MACROREGION NORTE,33.31055,4.589867
020513,ANCASH,BOLOGNESI,PACLLON,ANCASH,CENTRO,MACROREGION NORTE,22.73741,3.203564
020514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,ANCASH,CENTRO,MACROREGION NORTE,22.73741,2.366919
020515,ANCASH,BOLOGNESI,TICLLOS,ANCASH,CENTRO,MACROREGION NORTE,35.985119,14.07878
020601,ANCASH,CARHUAZ,CARHUAZ,ANCASH,CENTRO,MACROREGION NORTE,25.341305,11.12687
020602,ANCASH,CARHUAZ,ACOPAMPA,ANCASH,CENTRO,MACROREGION NORTE,26.14765,4.564928
020603,ANCASH,CARHUAZ,AMASHCA,ANCASH,CENTRO,MACROREGION NORTE,36.63522,9.00453
020604,ANCASH,CARHUAZ,ANTA,ANCASH,CENTRO,MACROREGION NORTE,46.097252,14.22365
020605,ANCASH,CARHUAZ,ATAQUERO,ANCASH,CENTRO,MACROREGION NORTE,41.993193,17.09452
020606,ANCASH,CARHUAZ,MARCARA,ANCASH,CENTRO,MACROREGION NORTE,24.508283,12.00798
020607,ANCASH,CARHUAZ,PARIAHUANCA,ANCASH,CENTRO,MACROREGION NORTE,26.14765,14.68581
020608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ANCASH,CENTRO,MACROREGION NORTE,59.511489,9.619736
020609,ANCASH,CARHUAZ,SHILLA,ANCASH,CENTRO,MACROREGION NORTE,26.14765,10.46035
020610,ANCASH,CARHUAZ,TINCO,ANCASH,CENTRO,MACROREGION NORTE,34.544772,7.384604
020611,ANCASH,CARHUAZ,YUNGAR,ANCASH,CENTRO,MACROREGION NORTE,34.352941,10.37092
020701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,ANCASH,CENTRO,MACROREGION NORTE,35.243619,16.04576
020702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,ANCASH,CENTRO,MACROREGION NORTE,53.17466,17.64446
020703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,ANCASH,CENTRO,MACROREGION NORTE,46.599182,19.46463
020801,ANCASH,CASMA,CASMA,ANCASH,CENTRO,MACROREGION NORTE,16.666532,1.823669
020802,ANCASH,CASMA,BUENA VISTA ALTA,ANCASH,CENTRO,MACROREGION NORTE,24.24014,4.260352
020803,ANCASH,CASMA,COMANDANTE NOEL,ANCASH,CENTRO,MACROREGION NORTE,13.944203,6.058059
020804,ANCASH,CASMA,YAUTAN,ANCASH,CENTRO,MACROREGION NORTE,24.24014,5.985627
020901,ANCASH,CORONGO,CORONGO,ANCASH,CENTRO,MACROREGION NORTE,40.723428,6.768192
020902,ANCASH,CORONGO,ACO,ANCASH,CENTRO,MACROREGION NORTE,44.305189,9.084512
020903,ANCASH,CORONGO,BAMBAS,ANCASH,CENTRO,MACROREGION NORTE,61.961049,12.7844
020904,ANCASH,CORONGO,CUSCA,ANCASH,CENTRO,MACROREGION NORTE,36.098091,8.538492
020905,ANCASH,CORONGO,LA PAMPA,ANCASH,CENTRO,MACROREGION NORTE,32.886792,2.537687
020906,ANCASH,CORONGO,YANAC,ANCASH,CENTRO,MACROREGION NORTE,52.413249,14.29526
020907,ANCASH,CORONGO,YUPAN,ANCASH,CENTRO,MACROREGION NORTE,50.872416,6.485409
021001,ANCASH,HUARI,HUARI,ANCASH,CENTRO,MACROREGION NORTE,24.245806,5.330713
021002,ANCASH,HUARI,ANRA,ANCASH,CENTRO,MACROREGION NORTE,41.566079,10.77872
021003,ANCASH,HUARI,CAJAY,ANCASH,CENTRO,MACROREGION NORTE,46.527698,15.2029
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,ANCASH,CENTRO,MACROREGION NORTE,29.431013,11.87955
021005,ANCASH,HUARI,HUACACHI,ANCASH,CENTRO,MACROREGION NORTE,36.309609,7.935187
021006,ANCASH,HUARI,HUACCHIS,ANCASH,CENTRO,MACROREGION NORTE,34.246844,5.69533
021007,ANCASH,HUARI,HUACHIS,ANCASH,CENTRO,MACROREGION NORTE,28.47654,10.73264
021008,ANCASH,HUARI,HUANTAR,ANCASH,CENTRO,MACROREGION NORTE,33.146911,8.734647
021009,ANCASH,HUARI,MASIN,ANCASH,CENTRO,MACROREGION NORTE,28.47654,11.26219
021010,ANCASH,HUARI,PAUCAS,ANCASH,CENTRO,MACROREGION NORTE,30.4447,6.815552
021011,ANCASH,HUARI,PONTO,ANCASH,CENTRO,MACROREGION NORTE,40.41345,8.925165
021012,ANCASH,HUARI,RAHUAPAMPA,ANCASH,CENTRO,MACROREGION NORTE,30.4447,2.34504
021013,ANCASH,HUARI,RAPAYAN,ANCASH,CENTRO,MACROREGION NORTE,35.258642,3.709486
021014,ANCASH,HUARI,SAN MARCOS,ANCASH,CENTRO,MACROREGION NORTE,24.785192,5.46434
021015,ANCASH,HUARI,SAN PEDRO DE CHANA,ANCASH,CENTRO,MACROREGION NORTE,40.53261,7.387852
021016,ANCASH,HUARI,UCO,ANCASH,CENTRO,MACROREGION NORTE,40.094571,8.202859
021101,ANCASH,HUARMEY,HUARMEY,ANCASH,CENTRO,MACROREGION NORTE,13.929274,1.14598
021102,ANCASH,HUARMEY,COCHAPETI,ANCASH,CENTRO,MACROREGION NORTE,41.711712,19.58972
021103,ANCASH,HUARMEY,CULEBRAS,ANCASH,CENTRO,MACROREGION NORTE,13.840706,6.053902
021104,ANCASH,HUARMEY,HUAYAN,ANCASH,CENTRO,MACROREGION NORTE,19.663807,16.69299
021105,ANCASH,HUARMEY,MALVAS,ANCASH,CENTRO,MACROREGION NORTE,25.757746,9.340407
021201,ANCASH,HUAYLAS,CARAZ,ANCASH,CENTRO,MACROREGION NORTE,24.847898,7.667243
021202,ANCASH,HUAYLAS,HUALLANCA,ANCASH,CENTRO,MACROREGION NORTE,43.176707,2.977622
021203,ANCASH,HUAYLAS,HUATA,ANCASH,CENTRO,MACROREGION NORTE,53.980655,21.27071
021204,ANCASH,HUAYLAS,HUAYLAS,ANCASH,CENTRO,MACROREGION NORTE,30.338104,11.09654
021205,ANCASH,HUAYLAS,MATO,ANCASH,CENTRO,MACROREGION NORTE,40.957408,17.46226
021206,ANCASH,HUAYLAS,PAMPAROMAS,ANCASH,CENTRO,MACROREGION NORTE,44.672571,41.12887
021207,ANCASH,HUAYLAS,PUEBLO LIBRE,ANCASH,CENTRO,MACROREGION NORTE,49.106572,24.00041
021208,ANCASH,HUAYLAS,SANTA CRUZ,ANCASH,CENTRO,MACROREGION NORTE,52.231081,21.46937
021209,ANCASH,HUAYLAS,SANTO TORIBIO,ANCASH,CENTRO,MACROREGION NORTE,48.920942,15.23159
021210,ANCASH,HUAYLAS,YURACMARCA,ANCASH,CENTRO,MACROREGION NORTE,54.506004,16.66361
021301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,ANCASH,CENTRO,MACROREGION NORTE,31.635651,5.213621
021302,ANCASH,MARISCAL LUZURIAGA,CASCA,ANCASH,CENTRO,MACROREGION NORTE,58.036169,18.86381
021303,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,ANCASH,CENTRO,MACROREGION NORTE,50.877294,31.0888
021304,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,ANCASH,CENTRO,MACROREGION NORTE,64.538085,21.98461
021305,ANCASH,MARISCAL LUZURIAGA,LLAMA,ANCASH,CENTRO,MACROREGION NORTE,45.681818,9.93704
021306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,ANCASH,CENTRO,MACROREGION NORTE,55.002729,19.39157
021307,ANCASH,MARISCAL LUZURIAGA,LUCMA,ANCASH,CENTRO,MACROREGION NORTE,52.653734,17.76709
021308,ANCASH,MARISCAL LUZURIAGA,MUSGA,ANCASH,CENTRO,MACROREGION NORTE,52.200894,7.290175
021401,ANCASH,OCROS,OCROS,ANCASH,CENTRO,MACROREGION NORTE,17.105698,7.512887
021402,ANCASH,OCROS,ACAS,ANCASH,CENTRO,MACROREGION NORTE,28.06648,7.552923
021403,ANCASH,OCROS,CAJAMARQUILLA,ANCASH,CENTRO,MACROREGION NORTE,34.49565,4.409512
021404,ANCASH,OCROS,CARHUAPAMPA,ANCASH,CENTRO,MACROREGION NORTE,34.49565,8.233849
021405,ANCASH,OCROS,COCHAS,ANCASH,CENTRO,MACROREGION NORTE,23.49801,7.569323
021406,ANCASH,OCROS,CONGAS,ANCASH,CENTRO,MACROREGION NORTE,28.06648,12.55317
021407,ANCASH,OCROS,LLIPA,ANCASH,CENTRO,MACROREGION NORTE,23.49801,5.820398
021408,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,ANCASH,CENTRO,MACROREGION NORTE,34.49565,2.730847
021409,ANCASH,OCROS,SAN PEDRO,ANCASH,CENTRO,MACROREGION NORTE,28.06648,5.867743
021410,ANCASH,OCROS,SANTIAGO DE CHILCAS,ANCASH,CENTRO,MACROREGION NORTE,39.95614,17.87574
021501,ANCASH,PALLASCA,CABANA,ANCASH,CENTRO,MACROREGION NORTE,32.465266,5.684376
021502,ANCASH,PALLASCA,BOLOGNESI,ANCASH,CENTRO,MACROREGION NORTE,51.723124,4.681621
021503,ANCASH,PALLASCA,CONCHUCOS,ANCASH,CENTRO,MACROREGION NORTE,62.678741,16.86377
021504,ANCASH,PALLASCA,HUACASCHUQUE,ANCASH,CENTRO,MACROREGION NORTE,68.224195,0.947452
021505,ANCASH,PALLASCA,HUANDOVAL,ANCASH,CENTRO,MACROREGION NORTE,47.522474,5.08669
021506,ANCASH,PALLASCA,LACABAMBA,ANCASH,CENTRO,MACROREGION NORTE,63.25463,9.40071
021507,ANCASH,PALLASCA,LLAPO,ANCASH,CENTRO,MACROREGION NORTE,45.888685,1.672724
021508,ANCASH,PALLASCA,PALLASCA,ANCASH,CENTRO,MACROREGION NORTE,57.940699,9.483333
021509,ANCASH,PALLASCA,PAMPAS,ANCASH,CENTRO,MACROREGION NORTE,45.010098,15.25838
021510,ANCASH,PALLASCA,SANTA ROSA,ANCASH,CENTRO,MACROREGION NORTE,50.658076,4.336558
021511,ANCASH,PALLASCA,TAUCA,ANCASH,CENTRO,MACROREGION NORTE,59.271944,8.791797
021601,ANCASH,POMABAMBA,POMABAMBA,ANCASH,CENTRO,MACROREGION NORTE,33.104059,11.38241
021602,ANCASH,POMABAMBA,HUAYLLAN,ANCASH,CENTRO,MACROREGION NORTE,49.252652,18.3879
021603,ANCASH,POMABAMBA,PAROBAMBA,ANCASH,CENTRO,MACROREGION NORTE,49.471399,25.31374
021604,ANCASH,POMABAMBA,QUINUABAMBA,ANCASH,CENTRO,MACROREGION NORTE,63.401246,26.9718
021701,ANCASH,RECUAY,RECUAY,ANCASH,CENTRO,MACROREGION NORTE,24.49413,5.023791
021702,ANCASH,RECUAY,CATAC,ANCASH,CENTRO,MACROREGION NORTE,24.49413,5.639719
021703,ANCASH,RECUAY,COTAPARACO,ANCASH,CENTRO,MACROREGION NORTE,24.544536,7.976695
021704,ANCASH,RECUAY,HUAYLLAPAMPA,ANCASH,CENTRO,MACROREGION NORTE,39.387722,21.14052
021705,ANCASH,RECUAY,LLACLLIN,ANCASH,CENTRO,MACROREGION NORTE,22.66293,25.96223
021706,ANCASH,RECUAY,MARCA,ANCASH,CENTRO,MACROREGION NORTE,36.242482,1.882329
021707,ANCASH,RECUAY,PAMPAS CHICO,ANCASH,CENTRO,MACROREGION NORTE,22.66293,6.068704
021708,ANCASH,RECUAY,PARARIN,ANCASH,CENTRO,MACROREGION NORTE,22.66293,53.93654
021709,ANCASH,RECUAY,TAPACOCHA,ANCASH,CENTRO,MACROREGION NORTE,22.66293,14.60365
021710,ANCASH,RECUAY,TICAPAMPA,ANCASH,CENTRO,MACROREGION NORTE,22.66293,1.608318
021801,ANCASH,SANTA,CHIMBOTE,ANCASH,CENTRO,MACROREGION NORTE,15.745519,0.808274
021802,ANCASH,SANTA,CACERES DEL PERU,ANCASH,CENTRO,MACROREGION NORTE,44.268123,4.83921
021803,ANCASH,SANTA,COISHCO,ANCASH,CENTRO,MACROREGION NORTE,19.491299,1.671056
021804,ANCASH,SANTA,MACATE,ANCASH,CENTRO,MACROREGION NORTE,55.6831,16.58829
021805,ANCASH,SANTA,MORO,ANCASH,CENTRO,MACROREGION NORTE,20.081087,4.265941
